Timestamp,CPU Usage (%),Memory Usage (MB)
17:25:53,0.0,110.7421875
17:25:55,0.0,110.7421875
17:25:57,14.1,198.3671875
17:25:59,3.1,212.74609375
17:26:01,6.2,226.48828125
17:26:03,14.1,242.8828125
17:26:05,12.5,256.83984375
17:26:07,25.0,258.21875
17:26:09,15.6,257.34375
17:26:11,12.3,252.0546875
17:26:13,4.7,249.171875
17:26:15,0.0,249.171875
