Timestamp,CPU Usage (%),Memory Usage (MB)
17:33:11,0.0,268.296875
17:33:13,0.0,268.30078125
17:33:15,80.0,324.6796875
17:33:17,162.5,365.8359375
17:33:19,132.8,376.09375
17:33:21,128.1,370.25
17:33:23,140.6,398.31640625
17:33:25,103.1,532.2890625
17:33:27,89.1,533.1640625
17:33:29,75.0,539.0078125
17:33:31,84.4,540.609375
17:33:33,76.6,542.6640625
17:33:35,56.2,544.4140625
17:33:37,64.6,545.78515625
17:33:39,35.9,546.5234375
17:33:41,1.6,546.6015625
