Timestamp,CPU Usage (%),Memory Usage (MB)
17:22:45,0.0,229.21875
17:22:47,26.6,227.2578125
17:22:49,18.8,225.296875
17:22:51,20.3,221.3671875
17:22:53,10.9,205.54296875
17:22:55,17.2,211.984375
17:22:57,12.5,203.64453125
17:22:59,18.8,213.171875
17:23:01,17.2,205.7421875
17:23:03,15.6,212.3671875
17:23:05,0.0,213.0703125
